,gender,age,age_o,race,race_o,samerace,importance_same_race,importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,attractive_important,sincere_important,intelligence_important,funny_important,ambition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_parter,funny_partner,ambition_partner,shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,expected_happy_with_sd_people,like,decision
1899,0,1,0,0,0,1,0,0,109,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,3,2.0,2.0,3.0,3.0,3.0,3.0,2,2,3,3,4,4,2,2,3,4,2,3,2,4,4,3,2,3.0,2,3.0,1
421,1,0,0,2,2,1,2,4,121,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,4,1,4,1,3.0,1.0,2.0,2.0,1.0,1.0,3,3,3,1,2,1,3,2,2,2,3,0,3,0,1,1,0,2.0,1,3.0,1
5981,1,1,0,0,0,1,0,0,153,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,3.0,3.0,3.0,4,3,4,2,4,4,4,3,0,4,4,4,4,4,4,4,4,3.0,3,4.0,1
703,0,1,0,2,2,1,1,2,134,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,2.0,3.0,0.0,1,1,2,4,4,3,4,2,3,4,2,3,3,2,4,2,1,3.0,2,2.0,0
753,0,0,1,0,4,0,2,0,36,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,4,2,3,2,2.0,4.0,4.0,3.0,3.0,2.0,4,4,3,2,4,4,3,1,0,4,3,3,4,3,3,2,0,3.0,2,3.0,1
3835,1,1,1,2,0,0,2,4,63,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,3,4.0,4.0,4.0,4.0,4.0,2.0,3,2,2,4,4,4,4,2,3,4,3,4,4,4,4,2,2,3.0,3,4.0,1
6740,1,0,1,2,2,1,0,0,39,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4,3,3,3,3,1.0,2.0,3.0,2.0,2.0,2.0,4,1,2,4,4,4,3,0,4,4,1,3,4,4,4,3,1,3.0,4,2.0,0
3071,0,1,0,2,3,0,0,4,178,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3,4,2,4,1,3.0,3.0,4.0,3.0,4.0,2.0,4,4,4,3,3,1,3,0,1,4,2,0,3,2,4,0,0,2.0,0,3.0,0
4533,1,1,1,2,3,0,4,3,23,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,4,4,4,4,3.0,3.0,3.0,4.0,3.0,3.0,4,4,4,4,4,4,3,2,1,4,3,4,3,3,3,2,1,2.0,2,3.0,0
2652,1,0,0,0,2,0,0,2,174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,4,2,3,4,3.0,3.0,3.0,2.0,2.0,1.0,1,0,1,4,2,2,4,2,3,4,1,2,3,4,4,1,4,1.0,3,3.0,0
5107,1,1,1,2,0,0,2,1,23,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,3,4,3,2.0,3.0,3.0,2.0,3.0,3.0,3,3,2,3,2,1,2,2,2,3,4,3,4,3,3,3,0,2.0,4,2.0,0
873,1,1,1,2,2,1,3,4,36,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,4,4,3,4,4,4.0,3.0,3.0,3.0,3.0,3.0,4,1,4,4,4,4,4,2,4,3,1,4,3,3,4,1,3,3.0,4,4.0,1
3089,0,1,1,2,1,0,0,4,178,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3,4,2,4,1,4.0,4.0,4.0,3.0,3.0,2.0,4,4,4,3,3,1,3,0,1,4,2,0,3,2,4,0,0,3.0,0,4.0,0
4208,0,1,1,2,2,1,4,2,7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3,4,3,4,4,3.0,4.0,3.0,4.0,3.0,3.0,4,1,4,4,4,4,4,3,3,4,4,4,4,4,4,2,3,3.0,3,3.0,0
4835,0,1,1,2,2,1,3,0,52,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2,3,3,4,3,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,4,4,4,4,0,1,4,3,4,4,2,4,3,3,4.0,1,0.0,0
6255,0,0,1,0,1,0,4,3,148,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2,4,3,4,3,3.0,4.0,4.0,3.0,3.0,3.0,2,0,3,4,4,4,3,1,4,3,3,4,4,2,2,3,2,3.0,3,3.0,1
4778,0,0,1,2,2,1,0,3,50,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,4,2.0,4.0,4.0,3.0,3.0,4.0,3,2,4,3,1,1,2,1,2,3,3,3,3,3,3,3,2,3.0,2,2.0,0
2252,0,1,1,1,0,0,1,1,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,3.0,4.0,3.0,3.0,2.0,2,2,2,4,3,3,3,3,4,4,2,3,3,3,4,2,3,3.0,3,3.0,1
110,1,0,0,2,2,1,0,0,82,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3,3,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,4,4,4,4,4,4,2,4,4,4,1,4,4,3,3,2,4,1.0,3,4.0,1
506,0,0,0,2,2,1,4,4,192,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,2,2,2,4,4,4,4,0,2,4,4,4,4,4,4,4,4,3.0,4,4.0,1
1548,0,0,1,2,2,1,4,3,162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2,2,3,4,3,4.0,3.0,4.0,3.0,3.0,2.0,1,0,1,4,4,2,1,1,0,4,4,4,4,2,4,4,1,2.0,2,3.0,0
3560,1,1,0,0,2,0,0,1,144,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2,4,4,4,4,2.0,2.0,2.0,1.0,1.0,0.0,4,3,0,3,1,3,4,2,1,4,3,2,3,3,4,1,0,1.0,3,1.0,0
3010,0,0,0,4,2,0,0,4,127,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,2,2.0,2.0,4.0,1.0,1.0,1.0,4,3,3,3,4,1,4,2,0,4,1,4,2,1,3,3,1,3.0,3,2.0,0
5486,0,4,1,0,2,0,0,0,190,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,3,3,3,4,1,4.0,3.0,4.0,3.0,2.0,4.0,0,1,0,4,4,4,4,0,0,4,2,3,1,4,4,0,0,3.0,4,4.0,1
3763,0,1,0,2,2,1,0,4,198,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,4,4.0,3.0,4.0,1.0,3.0,0.0,4,0,4,3,3,4,1,0,2,4,0,4,4,3,3,4,4,2.0,3,1.0,0
4465,1,1,1,2,0,0,3,1,105,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,3,4,3,2,3.0,3.0,4.0,3.0,3.0,2.0,3,3,4,4,2,2,1,2,4,2,3,1,1,3,4,3,1,2.0,4,3.0,0
6179,0,1,0,4,2,0,1,0,193,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,3,4,2,3.0,3.0,3.0,3.0,3.0,3.0,2,3,4,4,4,4,2,1,4,4,4,4,4,2,2,4,1,3.0,2,2.0,0
5706,0,1,1,2,3,0,1,1,105,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,1.0,4.0,4.0,3.0,4.0,0.0,4,3,4,4,4,3,4,0,3,2,2,3,3,3,3,3,3,3.0,3,2.0,0
1168,0,1,1,2,0,0,2,4,170,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,4,3,4,2,1.0,2.0,3.0,1.0,2.0,1.0,3,2,3,4,4,4,3,3,3,2,3,4,3,4,3,2,4,2.0,3,1.0,0
329,1,0,0,2,2,1,0,0,58,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1,4,1,3,1,3.0,2.0,3.0,1.0,3.0,2.0,4,4,3,2,3,3,1,2,2,4,3,3,2,3,2,1,0,3.0,1,2.0,1
935,0,0,0,4,0,0,0,0,194,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,2.0,0.0,3.0,1.0,4.0,0.0,4,1,4,2,3,4,4,4,4,4,1,4,4,4,4,2,3,3.0,2,0.0,0
4739,0,0,1,2,2,1,4,3,63,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,4,4,4,4,4,4.0,4.0,4.0,3.0,4.0,3.0,4,2,3,4,4,4,1,1,3,3,3,4,4,2,3,3,1,1.0,4,4.0,1
939,0,0,0,4,2,0,0,0,194,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,4.0,4.0,4.0,4.0,3.0,4.0,4,1,4,2,3,4,4,4,4,4,1,4,4,4,4,2,3,3.0,2,4.0,1
3713,0,0,1,0,4,0,0,0,192,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,3,0,3,4,4,4,4,2,4,4,3,3,4,3,4,2,2,3.0,2,3.0,0
5719,0,1,1,2,0,0,2,3,207,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4,4,4,4,3,3.0,4.0,4.0,4.0,4.0,3.0,3,0,4,4,4,4,1,0,3,4,1,1,2,2,2,2,3,2.0,2,3.0,1
961,0,0,0,2,2,1,2,0,177,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,4,4,4,4,4,4.0,3.0,3.0,3.0,2.0,3.0,2,2,1,4,4,4,3,2,4,4,4,4,4,4,4,4,4,1.0,3,3.0,1
1646,0,1,1,2,2,1,2,0,23,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,3.0,3.0,3.0,3.0,2.0,3.0,1,0,4,4,3,4,2,0,0,4,2,4,4,2,3,3,2,3.0,1,3.0,0
2938,0,1,1,0,2,0,1,0,165,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,3,4,4,3,3,3,2,1,2,3,2,3,3,4,4,4,0,2.0,3,3.0,0
5154,0,1,1,2,2,1,0,0,192,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4,4,2,4,1,2.0,3.0,3.0,1.0,4.0,1.0,3,1,2,4,2,3,2,1,4,4,4,4,4,3,3,2,3,3.0,2,2.0,1
2321,0,1,0,2,0,0,4,0,105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,4,4,4,3.0,4.0,4.0,3.0,4.0,3.0,4,4,4,4,4,4,2,4,0,4,4,4,4,4,3,4,3,1.0,2,3.0,0
1938,0,1,0,3,0,0,2,0,76,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4,4,3,4,4,2.0,4.0,3.0,3.0,3.0,3.0,2,2,4,4,3,3,2,0,3,4,0,4,4,3,4,4,4,3.0,1,1.0,0
3712,0,0,1,0,2,0,0,0,192,2.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,3,4,4,4,4,4.0,4.0,4.0,4.0,4.0,4.0,3,0,3,4,4,4,4,2,4,4,3,3,4,3,4,2,2,4.0,2,4.0,0
2736,1,1,1,2,1,0,2,3,105,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,3,3.0,3.0,3.0,2.0,3.0,2.0,2,2,4,4,3,4,4,1,4,3,2,3,4,3,3,1,2,3.0,2,3.0,0
4676,0,1,1,1,1,1,2,4,151,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2,3,4,4,4,2.0,3.0,3.0,3.0,4.0,2.0,3,4,4,4,2,2,1,0,2,2,3,3,4,4,4,4,4,3.0,3,2.0,1
4200,0,1,1,2,2,1,0,3,170,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,3,4,4,4,3,2.0,4.0,3.0,4.0,2.0,4.0,1,1,4,4,3,4,3,0,3,3,2,4,4,4,4,3,3,2.0,3,4.0,1
4975,1,1,1,0,1,0,0,0,23,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,3,3,4,4,4,3.0,3.0,3.0,3.0,2.0,2.0,2,3,4,4,3,3,4,3,3,3,3,4,4,3,4,1,0,2.0,3,3.0,1
5535,0,0,1,2,0,0,0,0,208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,3,4,3,4,4,1.0,1.0,3.0,0.0,4.0,0.0,2,1,4,4,2,3,2,1,1,4,2,2,3,3,4,2,1,3.0,2,1.0,0
4043,1,1,0,0,2,0,0,0,4,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2,4,3,3,4,4.0,4.0,4.0,4.0,4.0,4.0,3,1,4,2,4,4,3,1,3,4,2,4,4,2,4,3,0,2.0,3,4.0,1
6655,1,1,0,2,0,0,4,4,23,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,4,4,4,4,4,4.0,4.0,4.0,2.0,4.0,2.0,4,4,2,4,1,1,1,2,0,4,3,2,3,3,4,2,0,2.0,3,3.0,1
2510,1,1,0,0,0,1,3,0,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,4,4,1.0,2.0,3.0,1.0,3.0,1.0,2,3,1,3,3,1,2,1,3,4,3,4,4,2,2,2,0,2.0,3,1.0,0
4517,1,1,1,2,2,1,1,0,142,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,4,4,4,4,4,1.0,4.0,3.0,1.0,3.0,4.0,4,3,3,1,1,1,1,1,1,2,2,1,3,4,4,0,3,2.0,3,3.0,0
5384,1,1,1,2,4,0,0,0,187,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4,4,3,4,3,3.0,4.0,4.0,4.0,3.0,2.0,4,3,4,4,2,1,4,2,4,4,2,2,4,4,4,2,0,2.0,2,3.0,1
248,0,0,0,2,0,0,4,3,140,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,4.0,4.0,4.0,3.0,4.0,4,3,4,4,4,4,2,3,4,3,4,4,4,3,3,4,1,2.0,3,4.0,0
5813,1,1,0,0,2,0,0,0,23,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2,4,3,4,4,4.0,4.0,4.0,4.0,4.0,4.0,1,1,1,4,2,0,0,0,4,4,4,4,4,4,4,4,1,3.0,2,4.0,1
5711,0,1,1,2,3,0,1,1,105,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,3.0,3.0,4.0,3.0,4.0,2.0,4,3,4,4,4,3,4,0,3,2,2,3,3,3,3,3,3,3.0,3,3.0,1
4261,0,0,2,2,2,1,4,4,41,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3,3,4,4,4,0.0,4.0,2.0,3.0,3.0,2.0,4,4,4,4,4,4,0,0,0,4,4,4,4,4,4,4,3,3.0,3,2.0,0
98,1,1,0,2,2,1,4,4,23,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3,4,3,4,4,2.0,2.0,3.0,2.0,2.0,2.0,2,2,2,4,2,1,2,2,1,3,4,1,4,1,3,1,0,2.0,2,3.0,0
3436,1,1,1,2,2,1,1,2,194,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,3,4,3,4,2,3.0,4.0,4.0,2.0,1.0,1.0,2,2,1,2,3,2,4,0,1,3,1,3,4,3,2,1,4,3.0,1,2.0,1
1932,0,0,0,2,2,1,4,1,110,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,3.0,3.0,4.0,4.0,1.0,2,4,3,4,3,2,1,1,3,4,3,3,3,1,2,2,0,2.0,3,3.0,1
708,0,0,1,2,2,1,0,0,43,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3,4,4,4,2,3.0,3.0,3.0,2.0,2.0,2.0,1,1,0,2,3,3,1,0,3,2,3,2,4,4,4,1,1,4.0,3,3.0,1
3446,1,0,1,1,0,0,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,3,4,3.0,3.0,3.0,2.0,2.0,2.0,4,4,4,2,2,2,2,3,4,4,2,3,3,3,4,2,0,3.0,2,2.0,0
6559,1,0,1,0,0,1,3,0,133,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,4,0.0,1.0,2.0,3.0,2.0,3.0,2,3,3,4,4,4,0,4,4,4,4,4,4,4,4,4,3,2.0,4,1.0,0
2609,1,0,0,2,0,0,0,1,111,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4,4,4,4,4,1.0,3.0,3.0,1.0,3.0,1.0,4,3,4,3,3,3,1,1,4,2,2,3,3,2,4,1,2,2.0,1,2.0,0
5347,1,0,0,2,0,0,2,1,121,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,4,3.0,4.0,4.0,4.0,3.0,3.0,3,0,3,3,3,4,3,4,4,4,4,4,4,4,4,3,1,1.0,3,4.0,1
3361,1,1,0,2,2,1,3,1,157,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3,3,3,4,4,3.0,2.0,2.0,4.0,4.0,4.0,3,1,4,4,4,4,1,1,3,4,0,2,3,3,3,1,1,3.0,2,4.0,1
2937,0,0,1,2,3,0,4,1,173,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,3,4,4,4,2.0,2.0,2.0,2.0,3.0,2.0,4,1,3,4,4,4,4,0,3,4,4,4,4,3,3,3,4,3.0,3,1.0,0
510,0,1,1,4,1,0,1,4,178,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3,4,4,4,4,2.0,0.0,4.0,0.0,0.0,0.0,1,0,4,4,2,2,1,0,2,2,1,4,3,3,4,2,2,3.0,2,1.0,0
4435,1,1,1,2,3,0,2,3,23,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4,4,4,4,3.0,3.0,3.0,3.0,3.0,3.0,3,3,2,4,4,4,3,3,4,4,2,3,3,4,4,4,3,2.0,2,3.0,0
4595,1,1,1,2,0,0,1,1,142,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4,4,4,4,4,2.0,3.0,4.0,3.0,4.0,3.0,4,4,2,4,2,2,1,1,3,2,3,2,3,1,3,3,1,3.0,2,3.0,1
4351,1,2,1,2,2,1,2,2,104,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,3,2,3,4,4.0,4.0,4.0,4.0,4.0,4.0,1,0,1,2,4,4,1,1,2,4,3,4,4,3,3,1,1,3.0,2,4.0,0
1424,1,0,1,2,2,1,0,0,184,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,3,4,4,4,3,4.0,3.0,4.0,3.0,4.0,2.0,3,1,2,3,3,3,4,0,3,3,0,2,3,4,4,0,4,3.0,3,3.0,0
662,0,0,1,4,2,0,1,3,73,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,4.0,4.0,4.0,4.0,3.0,2,2,2,4,4,4,4,0,3,4,3,4,4,4,4,3,3,4.0,3,4.0,0
4359,1,2,1,2,0,0,2,2,104,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,3,2,3,4,3.0,4.0,4.0,2.0,2.0,2.0,1,0,1,2,4,4,1,1,2,4,3,4,4,3,3,1,1,3.0,2,3.0,0
5819,1,1,2,0,0,1,0,0,23,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2,4,3,4,4,2.0,2.0,2.0,2.0,2.0,2.0,1,1,1,4,2,0,0,0,4,4,4,4,4,4,4,4,1,3.0,2,2.0,0
143,0,0,0,0,2,0,4,3,178,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2,4,3,3,4,3.0,3.0,3.0,4.0,3.0,2.0,1,1,1,4,3,3,3,3,3,4,4,4,4,4,4,4,1,3.0,2,3.0,0
1575,0,1,1,0,2,0,3,2,23,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,4.0,4.0,3.0,3,2,3,4,4,4,2,1,0,4,4,4,4,2,3,4,3,3.0,2,4.0,1
4478,1,0,0,4,2,0,0,0,118,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3,4,4,4,3,3.0,4.0,4.0,4.0,4.0,4.0,2,3,2,4,4,3,1,4,4,4,4,3,4,4,4,4,2,2.0,2,3.0,1
3082,0,1,0,2,4,0,0,4,178,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3,4,2,4,1,3.0,4.0,4.0,4.0,3.0,2.0,4,4,4,3,3,1,3,0,1,4,2,0,3,2,4,0,0,2.0,0,4.0,0
2594,1,1,0,3,2,0,2,4,142,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2,4,3,3,3,3.0,2.0,3.0,3.0,4.0,3.0,4,4,1,4,4,4,3,1,4,4,4,4,3,4,4,1,3,2.0,2,3.0,1
4570,1,1,2,0,0,1,3,3,28,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3,3,3,3,3,3.0,3.0,2.0,2.0,2.0,3.0,4,4,4,3,4,4,2,2,3,2,3,4,4,4,4,2,2,3.0,3,3.0,0
2713,1,1,0,3,2,0,0,0,105,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4,4,4,4,1,4.0,4.0,4.0,2.0,2.0,3.0,2,1,3,4,4,3,4,0,4,4,0,4,4,4,4,0,3,2.0,2,3.0,1
2017,1,0,0,2,0,0,0,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,2,3,4,4,4.0,4.0,2.0,4.0,2.0,4.0,1,0,2,4,4,4,2,3,2,3,1,2,2,2,3,3,1,2.0,3,3.0,1
3110,0,1,1,1,3,0,4,4,178,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,4,4,4,4,2,4.0,4.0,4.0,2.0,4.0,1.0,0,0,0,2,3,3,3,0,1,4,2,3,3,3,4,4,3,3.0,0,3.0,0
715,0,0,0,2,2,1,0,0,43,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3,4,4,4,2,4.0,3.0,3.0,3.0,3.0,4.0,1,1,0,2,3,3,1,0,3,2,3,2,4,4,4,1,1,3.0,3,2.0,1
5681,0,1,1,3,2,0,2,3,70,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,4,3,3,3,3.0,3.0,3.0,4.0,3.0,3.0,4,3,3,4,3,4,4,2,3,3,2,3,4,3,3,3,2,3.0,3,3.0,1
6081,0,0,0,2,2,1,4,4,194,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,4,4,4,4,3,1.0,2.0,2.0,2.0,2.0,0.0,2,1,3,3,4,4,1,1,0,4,3,4,4,4,4,3,3,3.0,3,2.0,0
682,0,1,1,3,2,0,0,0,155,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3,4,3,4,2,3.0,2.0,3.0,3.0,2.0,3.0,3,0,4,4,4,4,1,0,4,4,0,4,4,4,4,2,2,4.0,3,3.0,1
1666,0,1,0,1,2,0,0,0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,4,4,4,3.0,4.0,4.0,3.0,4.0,2.0,1,3,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,2.0,3,3.0,0
3897,1,1,2,4,2,0,1,0,177,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4,4,4,4,3,3.0,3.0,3.0,3.0,2.0,3.0,4,1,3,4,3,2,1,1,1,3,3,1,3,3,4,4,4,3.0,3,3.0,1
3977,1,1,0,2,2,1,1,1,23,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3,4,3,3,4,2.0,3.0,3.0,3.0,3.0,2.0,3,2,2,4,2,2,2,1,3,2,1,3,4,3,3,1,0,3.0,3,2.0,0
6496,1,0,0,2,2,1,3,3,121,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4,4,4,4,4,4.0,2.0,4.0,3.0,2.0,3.0,4,4,4,4,4,4,2,3,4,4,3,3,4,3,3,3,3,3.0,3,3.0,1
2158,0,1,0,2,4,0,1,0,95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4,3,3,4,4,1.0,4.0,4.0,4.0,4.0,3.0,4,1,4,4,4,4,0,0,3,4,2,3,4,1,2,3,0,3.0,2,4.0,0
